"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / United States","Price / United States","Compare At Price / United States","Included / International","Price / International","Compare At Price / International","Status"
"recess-7in-unlined-short-3","Recess 7in Unlined Short","<p>Allow us to reintroduce ourselves - meet the newly updated Recess 7in Unlined Short. Sometimes less is more. We've made this style for those who prefer a lightweight, no-fuss, unlined short for high-impact workouts. Made from lightweight stretch-woven fabric, our new Weightless 7"" Shorts deliver superior comfort and performance without the bulk. Designed with the same relaxed fit &amp; elastic waistband combo and updated with a reflective side split detail &amp; laser-cut ventilation, these shorts are made to stay out of your way so you can go that extra mile. Style #TM710.</p> <!---->","tasc Performance","","","final sale, finalsale, gender:men, gender:men's, gray, men, mens, mens sale, sale, Sale:Mens, Sale:Shorts, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Active, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, YGroup_recessshort7unlined","TRUE","Size","Dark Alloy","Color","S","","","TM710-0332-S","136","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Bottom_afa98383-6a36-4362-9dd8-96f018546bc7.jpg?v=1722360024","1","","FALSE","Recess 7in Unlined Short Dark Alloy – tasc Performance","The Recess Shorts Dark Alloy are made to run, train, stretch, and beyond. Built-in liner phone pocket and bonus side zip pocket.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"recess-7in-unlined-short-3","","","","","","","","","Dark Alloy","","M","","","TM710-0333-M","136","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/170_Recess5Short_DarkAlloy_CarrolltonT_Black_030_a993f368-b835-4690-8439-fd0845573307.jpg?v=1722360024","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-7in-unlined-short-3","","","","","","","","","Dark Alloy","","L","","","TM710-0334-L","136","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/170_Recess5Short_DarkAlloy_CarrolltonT_Black_042_36947436-13ee-478f-9046-eb679ff762d2.jpg?v=1722360024","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-7in-unlined-short-3","","","","","","","","","Dark Alloy","","XL","","","TM710-0335-XL","136","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/detail_efc5c73b-43dc-4e28-a3d0-38048cbfb73c.jpg?v=1722360023","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-7in-unlined-short-3","","","","","","","","","Dark Alloy","","XXL","","","TM710-0336-XXL","136","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/FullBody_5e2ed3c0-7c72-4c93-b8db-6c6e0b8e6ba4.jpg?v=1722360023","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-7in-unlined-short-3","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/Recess5in7in1TechShort_DarkAlloy_TM772-033_c02bd5a5-1f66-4462-a1a5-7f4c7fc5edf6.jpg?v=1741972685","6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"recess-7in-2-in-1-short-8","Recess 7in 2-in-1 Short","<p data-mce-fragment=""1"">The Recess 7"" 2-in-1 Shorts are made to do it all.  Run, train, stretch, and beyond - the Recess short can tackle your toughest workouts with its essential design features.  Keep your valuables safe with our built-in liner phone pocket and bonus side zip pocket. It’s also got a buttery soft bamboo liner that feels like a second skin and offers you support in all the right places. </p> <p data-mce-fragment=""1"">Style #TM770P.</p> <!---->","tasc Performance","","","final sale, finalsale, gender:men, gender:men's, men, mens, mens sale, sale, Sale:Mens, Sale:Shorts, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Active, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, YGroup_recessshort7lined","TRUE","Size","Dark Alloy","Color","S","","","TM770-0332-S","204","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Bottom_2_b3f3ee21-7d83-460a-8462-f4d050fe632c.jpg?v=1722367820","1","","FALSE","Recess 7in 2-in-1 Short Dark Alloy – tasc Performance","The Recess Shorts Dark Alloy are made to run, train, stretch, and beyond. Built-in liner phone pocket, bonus side zip pocket, buttery soft bamboo liner.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"recess-7in-2-in-1-short-8","","","","","","","","","Dark Alloy","","M","","","TM770-0333-M","204","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Bottom_1_c2111155-083a-4f58-9fd1-555a227ee878.jpg?v=1722367820","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-7in-2-in-1-short-8","","","","","","","","","Dark Alloy","","L","","","TM770-0334-L","204","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Bottom_ba5c39b5-14a7-4a9a-976f-9f9f476ac569.jpg?v=1722367820","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-7in-2-in-1-short-8","","","","","","","","","Dark Alloy","","XL","","","TM770-0335-XL","204","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Detail_eb13aff3-ff6d-420e-bca5-c6e155d59a2f.jpg?v=1722367820","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-7in-2-in-1-short-8","","","","","","","","","Dark Alloy","","XXL","","","TM770-0336-XXL","204","shopify","","deny","manual","48.00","68.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/FB_75b2b172-6486-4eb9-873e-ad7b937d0b38.jpg?v=1722367819","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover","Newport Soft Quilt Pullover","<p>Elevate your outerwear game. The Newport Quilted Jacket is the perfect blend of style and performance. Its lightweight, quilted design offers superior warmth and comfort, while its four-way stretch ensures maximum mobility. Pair it with our Motion Pant or Montrose Pant for a sleek, sophisticated look that's perfect for any occasion. Style #<span data-sheets-root=""1"">TM827.</span></p> <style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>","tasc Performance","","","final sale, finalsale, gender:men, gender:men's, gray, group:newport-jacket, men, men's sale, mens, natural / tan, sale, Sale:Mens, Sale:Quarter Zips, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Casual, tag::seasonal, tasc, tascperformancecorecollection, wintersale, Ygroup_Newportsoftquiltpullover","TRUE","Size","Gray Oak Heather","Color","S","","","TM827H-2462-S","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/SITECROP-NEWPORT.jpg?v=1762467485","1","","FALSE","Newport Soft Quilt Pullover – tasc Performance","Elevate your outerwear game. The Newport Quilted Jacket is the perfect blend of style and performance. Its lightweight, quilted design offers superior warmth and comfort, while its four-way stretch ensures maximum mobility. Pair it with our Motion Pant or Montrose Pant for a sleek, sophisticated look that's perfect for","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"newport-soft-quilt-pullover","","","","","","","","","Gray Oak Heather","","M","","","TM827H-2463-M","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/NewportQuiltedJacket_GradakHeather_TM827-246.jpg?v=1762467485","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover","","","","","","","","","Gray Oak Heather","","L","","","TM827H-2464-L","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/20-Newport-Quilt-1-4-Zip-DTC-ONLY_Classic-Navy-Heather_TM827H-417_0822_726c9c78-490e-4565-89ce-2df358dee094.jpg?v=1762467485","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover","","","","","","","","","Gray Oak Heather","","XL","","","TM827H-2465-XL","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover","","","","","","","","","Gray Oak Heather","","XXL","","","TM827H-2466-XXL","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover-1","Newport Soft Quilt Pullover","<p><meta charset=""utf-8"">Elevate your outerwear game. The Newport Quilted Jacket is the perfect blend of style and performance. Its lightweight, quilted design offers superior warmth and comfort, while its four-way stretch ensures maximum mobility. Pair it with our Motion Pant or Montrose Pant for a sleek, sophisticated look that's perfect for any occasion. Style #<span data-sheets-root=""1"">TM827.</span></p>","tasc Performance","","","blue, Classic Navy, final sale, finalsale, gender:men, gender:men's, group:newport-jacket, men, men's sale, mens, sale, Sale:Mens, Sale:Quarter Zips, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Casual, tag::core, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, Ygroup_Newportsoftquiltpullover","TRUE","Size","Classic Navy Heather","Color","S","","","TM827H-4172-S","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/20-Newport-Quilt-1-4-Zip-DTC-ONLY_Classic-Navy-Heather_TM827H-417_0820.jpg?v=1762468299","1","","FALSE","Newport Soft Quilt Pullover – tasc Performance","Elevate your outerwear game. The Newport Quilted Jacket is the perfect blend of style and performance. Its lightweight, quilted design offers superior warmth and comfort, while its four-way stretch ensures maximum mobility. Pair it with our Motion Pant or Montrose Pant for a sleek, sophisticated look that's perfect for","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"newport-soft-quilt-pullover-1","","","","","","","","","Classic Navy Heather","","M","","","TM827H-4173-M","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/FullBody_f7a379ba-ed7f-4fd6-9bfd-a1b78dc82229.jpg?v=1762468299","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover-1","","","","","","","","","Classic Navy Heather","","L","","","TM827H-4174-L","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/20-Newport-Quilt-1-4-Zip-DTC-ONLY_Classic-Navy-Heather_TM827H-417_0822.jpg?v=1762468299","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover-1","","","","","","","","","Classic Navy Heather","","XL","","","TM827H-4175-XL","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/20-Newport-Quilt-1-4-Zip-DTC-ONLY_Classic-Navy-Heather_TM827H-417_0825.jpg?v=1762468299","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"newport-soft-quilt-pullover-1","","","","","","","","","Classic Navy Heather","","XXL","","","TM827H-4176-XXL","771","shopify","","deny","manual","104.00","148.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/NewportQUIItedJacket_ClassicNavy_TW827-416.jpg?v=1762468299","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-14","Cloud Polo","<p><span data-sheets-userformat='{""2"":15231,""3"":{""1"":0},""4"":{""1"":2,""2"":16777215},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Georgia"",""16"":9}' data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all 18 holes - we've set a new industry standard. This lightweight, moisture-wicking, and odor-resistant style is certainly up to par to be your new favorite golf polo. Explore our Men's Polo Shop for the Cloud Lightweight Polo, an essential addition to your wardrobe.&quot;}"" data-sheets-root=""1"">Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all 18 holes - we've set a new industry standard. This lightweight, moisture-wicking, and odor-resistant style is certainly up to par to be your new favorite golf polo. Explore our <a href=""https://www.tascperformance.com/collections/mens-polos"">Men's Polo Shop</a> for the Cloud Polo, an essential addition to your wardrobe. #TM538</span></p>","tasc Performance","","Polos","blue, final sale, finalsale, gender:men, gender:men's, group:sale-cloudpolo, men, mens, mens sale, sale, Sale:Mens, Sale:Polo, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Casual, tag::solids, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, YGroup_cloudgolfpolo","TRUE","Size","Iceberg Heather","Color","S","","","TM538H-4562-S","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/CLOUD_POLO_ICEBERG_HEATHER_TM538H-456.jpg?v=1762469390","1","","FALSE","Cloud Polo Iceberg Heather – tasc Performance","Our Men's Cloud Golf Polo Iceberg Heather utilizes ultra-fine fibers to create a lightweight, moisture-wicking, and odor-resistant golf polo.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"cloud-polo-14","","","","","","","","","Iceberg Heather","","M","","","TM538H-4563-M","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/front_11_e437a285-f9dd-4048-8985-5011b413c794.jpg?v=1762469390","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-14","","","","","","","","","Iceberg Heather","","L","","","TM538H-4564-L","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/fb_2_984e19f6-358a-40da-a32c-5c1ee40d4892.jpg?v=1762469390","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-14","","","","","","","","","Iceberg Heather","","XL","","","TM538H-4565-XL","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/side_11_33886d13-a8be-4c3d-8f68-9acf7140f97d.jpg?v=1762469390","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-14","","","","","","","","","Iceberg Heather","","XXL","","","TM538H-4566-XXL","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/back_11_7424ad44-fcb0-4ca1-a1d9-38f790eabb56.jpg?v=1762469390","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-brookline-stripe-12","Cloud Polo - Brookline Stripe","<p><span data-sheets-userformat='{""2"":15231,""3"":{""1"":0},""4"":{""1"":2,""2"":16777215},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Georgia"",""16"":9}' data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all 18 holes - we've set a new industry standard. This lightweight, moisture-wicking, and odor-resistant style is certainly up to par to be your new favorite golf polo. Explore our Men's Polo Shop for the Cloud Lightweight Polo, an essential addition to your wardrobe.&quot;}"" data-sheets-root=""1"">Our Men's Cloud Golf Polo utilizes ultra-fine fibers to combat pain points of the modern performance polo for a wearing experience like no other. Say goodbye to your average polo and turn heads at all 18 holes - we've set a new industry standard. This lightweight, moisture-wicking, and odor-resistant style is certainly up to par to be your new favorite golf polo. Explore our <a href=""https://www.tascperformance.com/collections/mens-polos"">Men's Polo Shop</a> for the Cloud Polo, an essential addition to your wardrobe. #TM538</span></p>","tasc Performance","","Polos","blue, final sale, finalsale, gender:men, gender:men's, group:sale-cloudpolo, men, mens, mens sale, sale, Sale:Mens, Sale:Polo, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Casual, tag::stripes, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, YGroup_cloudgolfpolo","TRUE","Size","Iceberg Heather/Classic Navy","Color","S","","","TM546Y-4802-S","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/Cloud_Polo_-_Brookline_Stripe_Iceberg_Heather_Classic_Navy_TM546Y-480.jpg?v=1762469375","1","","FALSE","Cloud Polo - Iceberg Heather/Navy Brookline Stripe – tasc Performance","Our Men's Cloud Golf Polo Blue Brookline Stripe utilizes ultra-fine fibers to create a lightweight, moisture-wicking, and odor-resistant golf polo.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"cloud-polo-brookline-stripe-12","","","","","","","","","Iceberg Heather/Classic Navy","","M","","","TM546Y-4803-M","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/updated-collar.jpg?v=1762469375","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-brookline-stripe-12","","","","","","","","","Iceberg Heather/Classic Navy","","L","","","TM546Y-4804-L","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/25-Cloud_Polo-Brookline_Stripe-Iceberg_Heather-Classic_Navy-TM546Y-480_1321.jpg?v=1762469375","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-brookline-stripe-12","","","","","","","","","Iceberg Heather/Classic Navy","","XL","","","TM546Y-4805-XL","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/25-Cloud_Polo-Brookline_Stripe-Iceberg_Heather-Classic_Navy-TM546Y-480_1323.jpg?v=1762469375","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"cloud-polo-brookline-stripe-12","","","","","","","","","Iceberg Heather/Classic Navy","","XXL","","","TM546Y-4806-XXL","227","shopify","","deny","manual","57.00","88.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/25-Cloud_Polo-Brookline_Stripe-Iceberg_Heather-Classic_Navy-TM546Y-480_1327.jpg?v=1762469375","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-7","All Day Tank","<p class=""MsoNormal"">One of our best sellers now as a tank, the brand-new All-Day Tank is ready to take on the day. This style effortlessly combines comfort and performance and is crafted from our super soft signature bamboo fabric. It offers a relaxed fit with a little more coverage to move with you all day long. #TW1020</p>","tasc Performance","","Shirts & Tops","final sale, finalsale, gender:women's, red, sale, Sale:Tanks, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, stripe, Style: Women's Active, Style: Women's Casual, tank, tanks, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, women, womens, womens sale, YGroup_alldaytank","TRUE","Size","White/Racing Red","Color","XS","","","TW1020Y-6411-XS","113","shopify","","deny","manual","34.00","48.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/47-All_Day_Tank-White-Racing_Red-TW1020Y-641_2410_1.jpg?v=1747923682","1","","FALSE","All Day Tank – tasc Performance","One of our best sellers now as a tank, the brand-new All-Day Tank is ready to take on the day. This style effortlessly combines comfort and performance and is crafted from our super soft signature bamboo fabric. It offers a relaxed fit with a little more coverage to move with you all day long. #TW1020","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"all-day-tank-7","","","","","","","","","White/Racing Red","","S","","","TW1020Y-6412-S","113","shopify","","deny","manual","34.00","48.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/47-All_Day_Tank-White-Racing_Red-TW1020Y-641_2425_1.jpg?v=1747923682","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-7","","","","","","","","","White/Racing Red","","M","","","TW1020Y-6413-M","113","shopify","","deny","manual","34.00","48.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/47-All_Day_Tank-White-Racing_Red-TW1020Y-641_2437_1.jpg?v=1747923682","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-7","","","","","","","","","White/Racing Red","","L","","","TW1020Y-6414-L","113","shopify","","deny","manual","34.00","48.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/47-All_Day_Tank-White-Racing_Red-TW1020Y-641_2422_1.jpg?v=1747923681","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-7","","","","","","","","","White/Racing Red","","XL","","","TW1020Y-6415-XL","113","shopify","","deny","manual","34.00","48.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/AllDayTankWhite-RacingRedStripe_TW1020Y-641.jpg?v=1749157852","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-15","Carrollton Lightweight Quarter Zip","<p><meta charset=""utf-8""><span>Made from a fabric that is optimized for any activity, the Carrollton Lightweight Quarter Zip performs exceptionally.  This </span><span data-sheets-userformat='{""2"":897,""3"":{""1"":0},""10"":0,""11"":4,""12"":0}' data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;A lightweight layer made to transition from season to season and activity to activity. From the golf course to the midday commute, it's perfect to keep on hand.&quot;}"">lightweight layer is made to transition from season to season and activity to activity. From the golf course to the midday commute, it's perfect to keep on hand.  It's moisture wicking, breathable, anti-odor, and most importantly, you'll experience extreme comfort no matter the context.  </span><span>Style #</span><span>TM109. </span></p>","tasc Performance","","","blue, final sale, finalsale, gender:men, gender:men's, group:salecarrolltonquarterzip, men, mens, mens sale, sale, Sale:Lightweight Layers, Sale:Mens, Sale:Quarter Zips, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Active, tag::seasonal, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, YGroup_carrolltonquarterzip","TRUE","Size","Geyser Heather","Color","S","","","TM109H-4442-S","431","shopify","","deny","manual","70.00","94.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/PDP_8f9ebee1-9615-463c-be20-400625070d94.jpg?v=1767110863","1","","FALSE","Carrollton Lightweight Quarter Zip Geyser Heather – tasc Performance","The Carrollton Quarter Zip: Geyser Heather. Made to transition from season to season. Moisture wicking, breathable, anti-odor, and comfortable.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"carrollton-lightweight-quarter-zip-15","","","","","","","","","Geyser Heather","","M","","","TM109H-4443-M","431","shopify","","deny","manual","70.00","94.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/FB_6806de47-be2a-4058-9654-a454a73490a9.jpg?v=1767110863","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-15","","","","","","","","","Geyser Heather","","L","","","TM109H-4444-L","431","shopify","","deny","manual","70.00","94.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/SIDE_d28d0f30-e37b-4606-a30a-b884a3261607.jpg?v=1767110863","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-15","","","","","","","","","Geyser Heather","","XL","","","TM109H-4445-XL","431","shopify","","deny","manual","70.00","94.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/CarrolltonQtrZip_GeyserHeather_TM109H-444_9fbc3647-3084-4b58-8f46-dd3b95e2da46.jpg?v=1767110863","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-15","","","","","","","","","Geyser Heather","","XXL","","","TM109H-4446-XXL","431","shopify","","deny","manual","70.00","94.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-long-sleeve-fitness-t-shirt-13","Carrollton Long Sleeve Fitness T-Shirt","<p>When you work hard, your clothing should too. Meet the Carrollton Long Sleeve Fitness T-Shirt, a long-sleeve version of our best-selling crew neck. Just like its short-sleeved predecessor, this style is as versatile as it is comfortable and engineered to keep up with your fast-paced lifestyle. Whether you're hitting the gym or going for a run, the Carrollton Long Sleeve Fitness T-Shirt has got you covered. Style #TM310.</p>","tasc Performance","","Shirts & Tops","blue, final sale, finalsale, gender:men, gender:men's, group:sale-carrolltonls, men, mens, mens sale, sale, Sale:LongSleeve, Sale:Mens, size:L, size:M, size:S, size:XL, size:XXL, Style: Men's Active, Style: Men's Casual, tag::seasonal, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, wintersale, YGroup_carrolltonlongsleeve","TRUE","Size","Geyser Heather","Color","S","","","TM310H-4442-S","249","shopify","","deny","manual","47.00","64.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/pdp_061b431d-2131-44fa-abe4-d02190042ee9.jpg?v=1767110985","1","","FALSE","Carrollton Long Sleeve Fitness T-Shirt Geyser Heather – tasc Performance","Our Carrollton Fitness T-Shirt Geyser Heather is made from bamboo and organic cotton, a performance tee that is temperature regulating and versatile.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
