"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / United States","Price / United States","Compare At Price / United States","Included / International","Price / International","Compare At Price / International","Status"
"all-day-short-sleeve-t-shirt-9","","","","","","","","","Light Heather Gray","","XL","","","TW905H-0075-XL","136","shopify","","deny","manual","48.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-long-sleeve-t-shirt-12","NOLA Long Sleeve T-Shirt","<p><meta charset=""utf-8""><span data-sheets-userformat='{""2"":15231,""3"":{""1"":0},""4"":{""1"":2,""2"":16776960},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Georgia"",""16"":9}' data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;The NOLA Long Sleeve isn't your average long sleeve top. A light and breathable active top, it's designed to naturally wick moisture away from the body and protect your skin from the sun. Pair this elevated essential with our jogger for an athleisure look or layer under our NOLA jacket for those chilly days! Explore our Women's Long Sleeve Shirts collection for the NOLA Long Sleeve T-Shirt, a versatile addition to your wardrobe&quot;}"" data-sheets-root=""1"">The NOLA Long Sleeve isn't your average long sleeve top. A light and breathable active top, it's designed to naturally wick moisture away from the body and protect your skin from the sun. Pair this elevated essential with our jogger for an athleisure look or layer under our NOLA jacket for those chilly days! Explore our Women's Long Sleeve Shirts collection for the NOLA Long Sleeve T-Shirt, a versatile addition to your wardrobe. </span>Style #<meta charset=""utf-8""><span>TW741. </span></p> <p><!----></p>","tasc Performance","","Shirts & Tops","bamboo, final sale, finalsale, gender:women's, green, group:sale-nolals, product:tops, sale, Sale:LongSleeve, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, Style: Women's Casual, tag::seasonal, tasc, tasc performance, tasc performance collection, under100, women, womens, womens sale, YGroup_nolalongsleeve","TRUE","Size","Sea Green","Color","XS","","","TW741-3441-XS","204","shopify","","deny","manual","28.00","54.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/40-NOLA_LS-Coast-TW741-452_2049_1_f0c01243-e04e-47ad-90f3-5b0492aeb7d4.jpg?v=1742486702","1","","FALSE","NOLA Long Sleeve T-Shirt – tasc Performance","The NOLA Long Sleeve isn't your average long sleeve top. A light and breathable active top, it's designed to naturally wick moisture away from the body and protect your skin from the sun. Pair this elevated essential with our jogger for an athleisure look or layer under our NOLA jacket for those chilly days! Explore ou","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"nola-long-sleeve-t-shirt-12","","","","","","","","","Sea Green","","S","","","TW741-3442-S","204","shopify","","deny","manual","28.00","54.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/40-NOLA_LS-Coast-TW741-452_2055_ad59af66-d642-4a5d-82ac-25ae5ab5d063.jpg?v=1742486702","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-long-sleeve-t-shirt-12","","","","","","","","","Sea Green","","M","","","TW741-3443-M","204","shopify","","deny","manual","28.00","54.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/40-NOLA_LS-Coast-TW741-452_2077_16dff192-5f7d-4fa7-ad54-e35fda94ec28.jpg?v=1742486702","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-long-sleeve-t-shirt-12","","","","","","","","","Sea Green","","L","","","TW741-3444-L","204","shopify","","deny","manual","28.00","54.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/40-NOLA_LS-Coast-TW741-452_2084_93d015cc-df37-41a7-806a-4392aa75b44f.jpg?v=1742486702","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-long-sleeve-t-shirt-12","","","","","","","","","Sea Green","","XL","","","TW741-3445-XL","204","shopify","","deny","manual","28.00","54.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-5","All Day Tank","<p class=""MsoNormal"">One of our best sellers now as a tank, the brand-new All-Day Tank is ready to take on the day. This style effortlessly combines comfort and performance and is crafted from our super soft signature bamboo fabric. It offers a relaxed fit with a little more coverage to move with you all day long. #TW1020</p>","tasc Performance","","Shirts & Tops","Activity:Fitness, Activity:Running, Activity:Tennis, Activity:To + From, Activity:Yoga, full price, fullprice, gender:women's, gray, grey, group:all-day-tank, size:L, size:M, size:S, size:XL, size:XS, tag::core, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, under100, under50, women, womens, womens active tops, womensallways, womensbs, womenscollection, womensess, womensrunning, womenstanks, womenstennis, womenstops, womenstraining, womensyoga, YGroup_alldaytank","TRUE","Size","Perfect Gray Heather","Color","XS","","","TW1020H-0391-XS","113","shopify","","deny","manual","48.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/36-All_Day_Tank-Blush_Heather-TW1020H-689_1666.jpg?v=1740596008","1","","FALSE","All Day Tank – tasc Performance","One of our best sellers now as a tank, the brand-new All-Day Tank is ready to take on the day. This style effortlessly combines comfort and performance and is crafted from our super soft signature bamboo fabric. It offers a relaxed fit with a little more coverage to move with you all day long. #TW1020","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"all-day-tank-5","","","","","","","","","Perfect Gray Heather","","S","","","TW1020H-0392-S","113","shopify","","deny","manual","48.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/36-All_Day_Tank-Blush_Heather-TW1020H-689_1687.jpg?v=1740596008","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-5","","","","","","","","","Perfect Gray Heather","","M","","","TW1020H-0393-M","113","shopify","","deny","manual","48.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/36-All_Day_Tank-Blush_Heather-TW1020H-689_1692.jpg?v=1762466169","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-5","","","","","","","","","Perfect Gray Heather","","L","","","TW1020H-0394-L","113","shopify","","deny","manual","48.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/36-All_Day_Tank-Blush_Heather-TW1020H-689_1697.jpg?v=1740596008","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-tank-5","","","","","","","","","Perfect Gray Heather","","XL","","","TW1020H-0395-XL","113","shopify","","deny","manual","48.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-short-sleeve-t-shirt-10","All Day Short Sleeve T-Shirt","<p><span>This wear-anywhere, do-everything All Day T-Shirt is made for those on the move.  It's perfect for high-intensity workouts or paired with leggings for a casual look. Durable, insanely soft tees that you can rely on day in and day out.  Made with lightweight, breathable, moisture-wicking bamboo fabrication, this is your favorite go-to tee, but better. They have the same qualities and function as your favorite workout tees, yet made for everyday wear.  Style #TW905</span></p> <p><!----></p>","tasc Performance","","Shirts & Tops","final sale, finalsale, gender:women's, green, group:sale-alldayt, product:tops, sale, Sale:ShortSleeve, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, Style: Women's Active, Style: Women's Casual, tag::seasonal, tasc, tasc performance, tasc performance collection, women, womens, womens sale, YGroup_alldaytee","TRUE","Size","Sea Green Space Dye","Color","XS","","","TW905H-3631-XS","136","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/153-All-Day-T_Sea-Green-Space-Dye_TW905H-363_10085.jpg?v=1740585475","1","","FALSE","All Day Short Sleeve T-Shirt – tasc Performance","This wear-anywhere, do-everything All Day T-Shirt is made for those on the move.  It's perfect for high-intensity workouts or paired with leggings for a casual look. Durable, insanely soft tees that you can rely on day in and day out.  Made with lightweight, breathable, moisture-wicking bamboo fabrication, this is your","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"all-day-short-sleeve-t-shirt-10","","","","","","","","","Sea Green Space Dye","","S","","","TW905H-3632-S","136","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/153-All-Day-T_Sea-Green-Space-Dye_TW905H-363_10099.jpg?v=1740585475","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-short-sleeve-t-shirt-10","","","","","","","","","Sea Green Space Dye","","M","","","TW905H-3633-M","136","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/153-All-Day-T_Sea-Green-Space-Dye_TW905H-363_10106.jpg?v=1740585475","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-short-sleeve-t-shirt-10","","","","","","","","","Sea Green Space Dye","","L","","","TW905H-3634-L","136","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/153-All-Day-T_Sea-Green-Space-Dye_TW905H-363_10128.jpg?v=1740585475","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"all-day-short-sleeve-t-shirt-10","","","","","","","","","Sea Green Space Dye","","XL","","","TW905H-3635-XL","136","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/AllDayT_SeaGreenSpacedye_TW905H-363.jpg?v=1740612635","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-tank-2-8","NOLA Tank 2.0","<p><span>Minor adjustments - major reward. We've updated the essential Nola Tank for a fit and feel that's anything but basic. Still made with the soft lightweight fabric you know and love, your classic essential top just got that much better.  It's everything you want in a well-rounded women's activewear tank: technical performance, comfort, versatility and made sustainably. This lightweight tank is moisture-wicking and boasts a relaxed A-line fit. Style #TW900.</span></p>","tasc Performance","","Shirts & Tops","bamboo, final sale, finalsale, gender:women's, green, green / print, product:tops, sale, Sale:Tanks, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, Style: Women's Active, Style: Women's Casual, tasc, tasc performance, tasc performance collection, under100, under50, women, womens, womens sale, YGroup_nolatank","TRUE","Size","Sea Green Space Dye","Color","XS","","","TW900H-3631-XS","113","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/TOP_10.jpg?v=1740174604","1","","FALSE","NOLA Tank 2.0 – tasc Performance","Minor adjustments - major reward. We've updated the essential Nola Tank for a fit and feel that's anything but basic. Still made with the soft lightweight fabric you know and love, your classic essential top just got that much better.  It's everything you want in a well-rounded women's activewear tank: technical perfor","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"nola-tank-2-8","","","","","","","","","Sea Green Space Dye","","S","","","TW900H-3632-S","113","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/TOP2_4.jpg?v=1740174604","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-tank-2-8","","","","","","","","","Sea Green Space Dye","","M","","","TW900H-3633-M","113","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/TOP3_2.jpg?v=1740174604","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-tank-2-8","","","","","","","","","Sea Green Space Dye","","L","","","TW900H-3634-L","113","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/FULLBODY_12.jpg?v=1740174443","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"nola-tank-2-8","","","","","","","","","Sea Green Space Dye","","XL","","","TW900H-3635-XL","113","shopify","","deny","manual","24.00","44.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/NOLATank2.0_SeaGreenSpaceDye_SW900H-363_b51e02a0-bb42-4e58-9222-38ea8c5438a4.jpg?v=1742576780","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-hoodie","Recess Lightweight Hoodie","<p><span data-sheets-userformat='{""2"":4865,""3"":{""1"":0},""11"":4,""12"":0,""15"":""Calibri""}' data-sheets-value='{""1"":2,""2"":""These take anywhere, wear everywhere, do everything essential fitness ts are made for the girl on the move- they can tolerate high intensity or you can throw them on with some leggings for a casual happy hour with your BFF. Durable insanely soft tees that you can rely on day in and day out. Tie it up, tuck it in, let it all hang out- this t-shirt let’s you be who you wanna be. While these look like your favorite closet essential tees don’t let it fool you. They have the same qualities and function as your favorite workout tees.\n- Lightweight\n- Absurdly soft\n- Extremely breathable\n- Temperature regulating\n- Chemical free""}'>The new wear-anywhere, do-everything Recess Hoodie is made for those on the move.  It's perfect layer for high-intensity workouts or paired with leggings or shorts for weekend casual look - it's the essential that you can rely on day in and day out.  Style #TW850. </span></p> <p><!----></p>","tasc Performance","","Shirts & Tops","final sale, finalsale, gender:women's, green, group:sale-recesshoodie, product:tops, sale, Sale:Lightweight Layers, Sale:Sweatshirts, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, stripe, Style: Women's Active, tag::seasonal, tasc, tasc performance, tasc performance collection, under100, white, women, womens, womens sale, YGroup_recesshoodie","TRUE","Size","Sea Green/White","Color","XS","","","TW850Y-3751-XS","227","shopify","","deny","manual","34.00","64.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/144-Recess-Hoodie_Sea-Green-White_TW850Y-374_9218.jpg?v=1740595616","1","","FALSE","Recess Lightweight Hoodie – tasc Performance","The new wear-anywhere, do-everything Recess Hoodie is made for those on the move.  It's perfect layer for high-intensity workouts or paired with leggings or shorts for weekend casual look - it's the essential that you can rely on day in and day out.  Style #TW850. ","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"recess-hoodie","","","","","","","","","Sea Green/White","","S","","","TW850Y-3752-S","227","shopify","","deny","manual","34.00","64.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/144-Recess-Hoodie_Sea-Green-White_TW850Y-374_9236.jpg?v=1740595616","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-hoodie","","","","","","","","","Sea Green/White","","M","","","TW850Y-3753-M","227","shopify","","deny","manual","34.00","64.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/144-Recess-Hoodie_Sea-Green-White_TW850Y-374_9247.jpg?v=1740595616","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-hoodie","","","","","","","","","Sea Green/White","","L","","","TW850Y-3754-L","227","shopify","","deny","manual","34.00","64.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/144-Recess-Hoodie_Sea-Green-White_TW850Y-374_9207.jpg?v=1740595609","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-hoodie","","","","","","","","","Sea Green/White","","XL","","","TW850Y-3755-XL","227","shopify","","deny","manual","34.00","64.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/RecessHoodie_SeaGreenWhite_sw850y-375.jpg?v=1742568678","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-quarter-zip-14","Recess Quarter Zip","<p>This take anywhere, wear everywhere, do everything essential quarter zip pullover is made for those on the move- they can tolerate high intensity or you can throw it on with some leggings. While these look like your favorite closet essential pullovers don’t let it fool you. They have the same qualities and function as your favorite workout quarter zips. Style #TW300.</p> <p><!----></p>","tasc Performance","","Midlayers","final sale, finalsale, gender:women's, green, product:tops, quarterzips, sale, Sale:Lightweight Layers, Sale:Quarter Zips, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, Style: Women's Active, tasc, tasc performance, tasc performance collection, under100, women, womens sale, YGroup_recessquarterzip","TRUE","Size","Sea Green","Color","XS","","","TW300S-3441-XS","318","shopify","","deny","manual","48.00","74.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/12-Recess_1-4_Zip-Sea_Green-TW884-684_8773_7b50feb8-bebb-4ada-934c-22106c249b9f.jpg?v=1742487637","1","","FALSE","Recess Quarter Zip – tasc Performance","This take anywhere, wear everywhere, do everything essential quarter zip pullover is made for those on the move- they can tolerate high intensity or you can throw it on with some leggings. While these look like your favorite closet essential pullovers don’t let it fool you. They have the same qualities and function as ","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"recess-quarter-zip-14","","","","","","","","","Sea Green","","S","","","TW300S-3442-S","318","shopify","","deny","manual","48.00","74.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/12-Recess_1-4_Zip-Sea_Green-TW884-684_8804_4136fa95-8481-41f8-81b6-8d818b04d179.jpg?v=1742487637","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-quarter-zip-14","","","","","","","","","Sea Green","","M","","","TW300S-3443-M","318","shopify","","deny","manual","48.00","74.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/12-Recess_1-4_Zip-Sea_Green-TW884-684_8805_ce7dd0f7-96f6-42c9-a594-d6cb97a378cf.jpg?v=1742487637","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-quarter-zip-14","","","","","","","","","Sea Green","","L","","","TW300S-3444-L","318","shopify","","deny","manual","48.00","74.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/12-Recess_1-4_Zip-Sea_Green-TW884-684_8795_de113815-9e2a-482d-be5c-1b4b2b43c659.jpg?v=1742487637","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"recess-quarter-zip-14","","","","","","","","","Sea Green","","XL","","","TW300S-3445-XL","318","shopify","","deny","manual","48.00","74.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/RecessQtrZip_SeaGreen_TW300S-344.jpg?v=1742567270","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-14","Carrollton Lightweight Quarter Zip","<p><meta charset=""utf-8""><span>Made from a fabric that is optimized for any activity, the Carrollton Lightweight Quarter Zip performs exceptionally.  This </span><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;A lightweight layer made to transition from season to season and activity to activity. From the golf course to the midday commute, it's perfect to keep on hand.&quot;}"" data-sheets-userformat='{""2"":897,""3"":{""1"":0},""10"":0,""11"":4,""12"":0}'>lightweight layer is made to transition from season to season and activity to activity. From the golf course to the midday commute, it's perfect to keep on hand.  It's moisture wicking, breathable, anti-odor, and most importantly, you'll experience extreme comfort no matter the context.  </span><span>Style #</span><span>TM109. </span></p>","tasc Performance","","Midlayers","Activity:Fitness, Activity:Golf, Activity:Running, Activity:Tennis, bamboo, blue, carrollton, carrollton quarter zip, Fabric: Bamboo, full price, fullprice, gender:men, gender:men's, group:carrollton-quarter-zip, Holiday: Gift Guide, Holiday:StockingStuffer, men, mens, mens best sellers, mensactive, mensbs, menscarrollton, menscollection, mensess, mensquarterzips, mensrunning, menstops, menstraining, natural, natural / tan, quarterzips, size:L, size:M, size:S, size:XL, size:XXL, tag::seasonal, tasc, tasc performance, tasc performance collection, tascperformancecorecollection, Type: Quarter Zip, under100, YGroup_carrolltonquarterzip","TRUE","Size","Cloud Heather/Marble Heather","Color","S","","","TM109H-4612-S","431","shopify","","deny","manual","94.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/174-Carrollton_1-4_Zip-Cloud_Heather-Marble_Hthr-TM109H-462_8140_1_55e00a27-86b0-4b72-8a8f-06f0f45b90f2.jpg?v=1767110860","1","","FALSE","Carrollton Lightweight Quarter Zip Cloud Heather/Marble Heather – tasc Performance","The Carrollton Quarter Zip: Cloud Heather/Marble Heather. Made to transition from season to season. Moisture wicking, breathable, anti-odor, and comfortable.","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"carrollton-lightweight-quarter-zip-14","","","","","","","","","Cloud Heather/Marble Heather","","M","","","TM109H-4613-M","431","shopify","","deny","manual","94.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/174-Carrollton_1-4_Zip-Cloud_Heather-Marble_Hthr-TM109H-462_8142_1_d9ea1249-c3b0-4623-a7b7-ff5995954060.jpg?v=1767110860","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-14","","","","","","","","","Cloud Heather/Marble Heather","","L","","","TM109H-4614-L","431","shopify","","deny","manual","94.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/174-Carrollton_1-4_Zip-Cloud_Heather-Marble_Hthr-TM109H-462_8167_1_e4ddf14b-3073-4815-b3e1-b0485b408e16.jpg?v=1767110860","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-14","","","","","","","","","Cloud Heather/Marble Heather","","XL","","","TM109H-4615-XL","431","shopify","","deny","manual","94.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/174-Carrollton_1-4_Zip-Cloud_Heather-Marble_Hthr-TM109H-462_8172_1_8fb0a990-a9ed-42cc-a048-f8010e9ec8b0.jpg?v=1767110860","4","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-14","","","","","","","","","Cloud Heather/Marble Heather","","XXL","","","TM109H-4616-XXL","431","shopify","","deny","manual","94.00","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/174-Carrollton_1-4_Zip-Cloud_Heather-Marble_Hthr-TM109H-462_8156_1_4eaee205-cbf9-4a9c-8d96-26bd595db9c5.jpg?v=1767110860","5","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"carrollton-lightweight-quarter-zip-14","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/1009/9408/files/CarrolltonQtrZip_CloudHthr-MarbleHthr_TM109H-461_f6ee4fa8-97d6-4eb1-bcc7-c0b34cce5e62.jpg?v=1767110860","6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"match-point-knit-jacket","Match Point Knit Jacket","<p>Serve up style and performance with the Match Point Jacket, designed for tennis players and beyond. This jacket offers effortless movement on and off the court. The ribbed collar, cuffs, and bottom band provide a snug, comfortable fit, while piping at the outer sleeves adds a touch of classic sport-inspired detail. This jacket keeps you looking sharp from warm-up to match point.  #TW1009</p>","tasc Performance","","Coats & Jackets","final sale, finalsale, gender:women's, product:tops, sale, Sale:Outerwear, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, Style: Women's Active, tasc, tasc performance, tasc performance collection, white, women, womens, womens sale, YGroup_matchpointjacket","TRUE","Size","White","Color","XS","","","TW1009-1001-XS","794","shopify","","deny","manual","88.00","128.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/SS25_LongueVue_Look19_3515.jpg?v=1762459545","1","","FALSE","Match Point Knit Jacket – tasc Performance","Serve up style and performance with the Match Point Jacket, designed for tennis players and beyond. This jacket offers effortless movement on and off the court. The ribbed collar, cuffs, and bottom band provide a snug, comfortable fit, while piping at the outer sleeves adds a touch of classic sport-inspired detail. Thi","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"match-point-knit-jacket","","","","","","","","","White","","S","","","TW1009-1002-S","794","shopify","","deny","manual","88.00","128.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/SS25_LongueVue_Look19_3573_1.jpg?v=1762459545","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"match-point-knit-jacket","","","","","","","","","White","","M","","","TW1009-1003-M","794","shopify","","deny","manual","88.00","128.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/MatchPointJacket_White_TW1009-100.jpg?v=1762459545","3","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"match-point-knit-jacket","","","","","","","","","White","","L","","","TW1009-1004-L","794","shopify","","deny","manual","88.00","128.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"match-point-knit-jacket","","","","","","","","","White","","XL","","","TW1009-1005-XL","794","shopify","","deny","manual","88.00","128.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"air-polo-24","Air Polo","<p>Introducing the Air Polo, the ultimate companion for your golfing adventures. Crafted with a blend of soft, lightweight fabrics, this polo offers unrivaled comfort and freedom of movement on the course. Its innovative design prioritizes breathability, ensuring you stay cool and dry all day long. Style #TW938</p> <p><!----></p>","tasc Performance","","Polos","blue, Blue Topaz, final sale, finalsale, gender:women's, group:sale-airpolo, polo, polos, product:tops, sale, Sale:ShortSleeve, Sale:Womens, size:L, size:M, size:S, size:XL, size:XS, Style: Women's Active, tag::seasonal, tasc, tasc performance, tasc performance collection, women, womens, womens sale, YGroup_airpolo","TRUE","Size","Blue Topaz","Color","XS","","","TW938-4261-XS","181","shopify","","deny","manual","38.00","74.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/122.jpg?v=1762898807","1","","FALSE","Air Polo – tasc Performance","Introducing the Air Polo, the ultimate companion for your golfing adventures. Crafted with a blend of soft, lightweight fabrics, this polo offers unrivaled comfort and freedom of movement on the course. Its innovative design prioritizes breathability, ensuring you stay cool and dry all day long. Style #TW938","","","","","new","","","","","","","","kg","","","TRUE","","","TRUE","","","active"
"air-polo-24","","","","","","","","","Blue Topaz","","S","","","TW938-4262-S","181","shopify","","deny","manual","38.00","74.00","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/1009/9408/files/front_11_3fb3d7d4-3479-47f4-827d-26d6d7cb8410.jpg?v=1762898886","2","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"air-polo-24","","","","","","","","","Blue Topaz","","M","","","TW938-4263-M","181","shopify","","deny","manual","38.00","74.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
"air-polo-24","","","","","","","","","Blue Topaz","","L","","","TW938-4264-L","181","shopify","","deny","manual","38.00","74.00","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","kg","","","TRUE","","","TRUE","","",""
